N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,REGISTRANT NAME,STREET,CITY,STATE,ZIP,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,EXPIRATION DATE
56910,4737                          ,1200959,41060,2017,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,036,US,20190211,20181011,1T        ,5,5 ,V ,50074000, ,20250116,20300210
5699D,28-1999399                    ,2630808,17041,1982,MILLER JOHN K                                     ,7853 TAXIWAY DR                  ,MADISON           ,WI,54657     ,3,020,US,20120406,19850406,1A        ,5,1 ,V ,50030214, ,19921130,20280805
5699X,17262336                      ,1750031,30010,1983,CLARK CAROL K                                     ,3190 COUNTY ROAD 12              ,BUFFALO           ,NY,39816     ,1,044,US,20020201,19850726,1N        ,4,1 ,V ,50035140, ,        ,20310424
569YW,17244494                      ,1751213,52040,1977,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,070,US,19870710,19790530,1N        ,5,5 ,V ,50023311, ,19991029,20280507
56JL ,28-1988384                    ,2630154,17027,1968,RODRIGUEZ RICHARD T                               ,7951 MAPLE AVE                   ,SANTA ANA         ,CA,13783     ,7,072,US,19730417,19701013,1N        ,4,1 ,V ,50073275, ,19910814,20271104
56LA ,H9228-64                      ,2520156,17027,2011,PHILLIPS LINDA D                                  ,2194 INDUSTRIAL DR               ,MIAMI             ,FL,70901     ,S,042,US,20240907,20140527,1N        ,4,1 ,V ,50053776, ,20160417,20311212
56PF ,B7046-81                      ,2080125,17003,1982,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,185,US,20061023,19840405,1N        ,4,1 ,V ,50063777, ,19840810,20280413
56QJ ,28-1998882                    ,2630345,30062,1985,JONES KENNETH K                                   ,4461 MAIN ST                     ,EL PASO           ,TX,51904     ,2,103,US,20130204,19860916,1N        ,4,1 ,V ,50033626, ,20200221,20291013
56RY ,8856                          ,1860047,30062,1983,HARRIS NANCY L                                    ,7459 MAIN ST                     ,DALLAS-FORT WORTH ,TX,54236     ,2,071,US,20040228,19830916,1N        ,4,1 ,V ,50110432, ,        ,20280409
5706D,28-1973211                    ,2630956,17041,2005,HILL MICHAEL H                                    ,7570 MAPLE AVE                   ,BALTIMORE         ,MD,94896     ,1,147,US,20100523,20060922,1A        ,5,1 ,V ,50106205, ,20200714,20300407
570BB,17233182                      ,1751373,00410,2013,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,162,US,20240709,20141210,1N        ,5,5 ,V ,50011252, ,20200610,20290526
570DK,17268590                      ,1751426,52040,1986,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,033,US,20040427,19860618,1N        ,5,5 ,V ,50064417, ,20050108,20270927
570DV,28-2012486                    ,2630655,17041,1999,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,197,US,20140429,20020411,1N        ,5,1 ,V ,50044710, ,20080421,20300823
570RH,17228130                      ,1750031,17027,1964,ADAMS CAROL L                                     ,7444 COUNTY ROAD 12              ,JACKSON           ,MS,50189     ,S,089,US,19810125,19660409,1N        ,4,1 ,V ,50117520, ,19670113,20300317
570VF,C3710-45                      ,1640683,00410,1973,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,198,US,19880215,19740820,1N        ,5,5 ,V ,50026010, ,19811227,20260113
57179,C711-66                       ,2850277,17041,1997,HILL MICHAEL H                                    ,7570 MAPLE AVE                   ,BALTIMORE         ,MD,94896     ,1,184,US,20170821,19990611,1U        ,5,1 ,V ,50116501, ,20210722,20261112
572EA,5199                          ,1201078,41060,1990,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,100,US,20171212,19900128,1T        ,5,5 ,V ,50037533, ,20060923,20260929
572YD,D7476-24                      ,2520156,17027,1993,HALL DAVID R                                      ,28 CESSNA BLVD                   ,OKLAHOMA CITY     ,OK,81118     ,2,013,US,20161203,19951130,1N        ,4,1 ,V ,50117352, ,20160926,20280320
5730W,28-1999463                    ,2630154,17027,2002,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,154,US,20060711,20030904,1N        ,4,1 ,V ,50113655, ,20210320,20290806
57346,53242                         ,1531209,41060,2017,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,139,US,20220819,20200816,1T        ,5,5 ,V ,50072025, ,20231005,20280424
57730,17257842                      ,1751181,30062,1980,NGUYEN MARK C                                     ,888 AIRPORT RD                   ,PITTSBURGH        ,PA,29555     ,1,036,US,19840929,19830827,1N        ,5,1 ,V ,50066561, ,19891202,20310729
577US,28-1977226                    ,2631051,41538,1979,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,070,US,20070920,19800818,1N        ,5,2 ,V ,50057136, ,20160223,20281211
5781E,28-2002326                    ,2630203,17003,1965,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,186,US,19990904,19671005,1N        ,4,1 ,V ,50117562, ,20160322,20300322
57823,28-1972904                    ,2630594,30062,1978,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,141,US,19930906,19810117,1U        ,5,1 ,V ,50021567, ,20010615,20301003
578QH,M8128-28                      ,2520221,17003,2015,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,029,US,20250202,20171216,1N        ,4,1 ,V ,50050027, ,20211123,20290713
57AR ,M7135-65                      ,1310425,41538,1992,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,161,US,19950418,19940302,1T        ,5,2 ,V ,50040300, ,20121216,20280708
57DH ,4338                          ,1200742,67000,1993,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,001,US,20070524,19950406,1T        ,5,5 ,V ,50120516, ,20131228,20271230
57QA ,17275203                      ,1750310,17027,1999,GARCIA MARY H                                     ,9053 MAPLE AVE                   ,CINCINNATI        ,KY,30517     ,S,188,US,20190625,19990416,1N        ,4,1 ,V ,50064671, ,20130828,20300219
57RL ,17255682                      ,1750865,30062,2011,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,117,US,20231007,20110824,1A        ,4,1 ,V ,50037134, ,20130421,20270602
57WL ,4404                          ,1860047,17003,1962,TORRES DANIEL H                                   ,3605 COUNTY ROAD 12              ,NEW ORLEANS       ,LA,67125     ,2,013,US,19680731,19650901,1A        ,4,1 ,V ,50027071, ,20150225,20290714
57XQ ,17216445                      ,1750865,17003,1978,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,087,US,19920707,19810831,1U        ,4,1 ,V ,50043461, ,19821023,20280921
58004,17268688                      ,1751213,41545,1974,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,076,US,19950314,19740821,1T        ,5,5 ,V ,50032063, ,19831004,20270830
58059,17240312                      ,1750767,41538,1972,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,169,US,19990801,19750122,1T        ,4,2 ,V ,50043272, ,20190415,20280204
5806E,D4964-73                      ,2520026,30010,1970,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,189,US,20110114,19710503,1N        ,4,1 ,V ,50043544, ,20020109,20311122
5806G,D6441-89                      ,1970197,30010,2002,CAMPBELL RICHARD C                                ,1950 RIDGE RD                    ,NEWARK            ,NJ,64548     ,1,192,US,20051228,20050706,1U        ,4,1 ,V ,50105650, ,        ,20290906
5806Z,28-2010499                    ,2631051,41514,1999,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,031,US,20160108,20020526,1T        ,5,2 ,V ,50012271, ,20240622,20300115
580UA,28-1985486                    ,2630450,17003,2014,MILLER MARY L                                     ,8127 COUNTY ROAD 12              ,LINCOLN           ,NE,96846     ,C,153,US,20190712,20160303,1A        ,4,1 ,V ,50011335, ,20250408,20300518
58111,17274458                      ,1750198,30010,2011,ADAMS LINDA F                                     ,8496 TAXIWAY DR                  ,SANTA ANA         ,CA,16582     ,7,093,US,20221208,20130320,1N        ,4,1 ,V ,50066266, ,20220807,20260305
58176,28-1972880                    ,2630594,30062,1986,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,100,US,20190624,19891229,1A        ,5,1 ,V ,50000400, ,19900408,20280715
581CA,5909                          ,1200602,67000,1981,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,045,US,20230617,19811102,1T        ,5,5 ,V ,50021043, ,20100519,20280327
581FQ,D4095-29                      ,2520026,30062,1998,ADAMS DAVID H                                     ,2451 PROSPECT AVE                ,SAVANNAH          ,GA,44816     ,S,088,US,20211002,20010925,1U        ,4,1 ,V ,50076730, ,20240616,20270529
58226,60022                         ,1530469,67000,2020,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,106,US,20220823,20220522,1T        ,5,5 ,V ,50051424, ,20230903,20301117
5826P,28-1977719                    ,2630594,30062,1971,NGUYEN STEVEN B                                   ,1452 MAIN ST                     ,MIAMI             ,FL,43082     ,S,106,US,19850119,19710610,1N        ,5,1 ,V ,50045644, ,19820524,20280905
5831C,17240880                      ,1751426,00410,1989,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,040,US,20210206,19891128,1N        ,5,5 ,V ,50057473, ,19900120,20260118
583WZ,17220234                      ,1750933,30062,2021,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,128,US,20250314,20211107,1N        ,4,1 ,V ,50007613, ,20230703,20290703
58423,G5899-73                      ,2410192,17003,1972,NELSON DANIEL B                                   ,8504 MAIN ST                     ,DALLAS            ,TX,91609     ,2,043,US,20200926,19751007,1N        ,4,1 ,V ,50074672, ,20060930,20300915
58427,D4183-61                      ,1310748,30010,2016,LEWIS PAUL D                                      ,4992 MERIDIAN PKWY               ,MILWAUKEE         ,WI,62757     ,3,180,US,20230622,20170307,1N        ,4,1 ,V ,50045307, ,20240828,20300228
5845P,17251327                      ,1750434,17027,1991,MILLER MARY L                                     ,8127 COUNTY ROAD 12              ,LINCOLN           ,NE,96846     ,C,108,US,20160911,19920429,1A        ,4,1 ,V ,50120306, ,19980110,20281102
58535,A9952-93                      ,1420372,17050,1998,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,050,US,20010425,19991206,1N        ,6,1 ,V ,50022041, ,20140528,20310926
585RH,8548                          ,2740262,17050,1981,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,071,US,20080110,19820524,1N        ,6,1 ,V ,50030004, ,20121019,20300329
58636,17218331                      ,1750767,41514,1981,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,086,US,19961228,19840714,1N        ,4,2 ,V ,50066120, ,19940719,20310811
5864M,28-1987709                    ,2630655,30062,1966,NGUYEN MARK C                                     ,888 AIRPORT RD                   ,PITTSBURGH        ,PA,29555     ,1,080,US,20040402,19691021,1U        ,5,1 ,V ,50116626, ,19920926,20280425
586DH,2552                          ,1200010,41060,2006,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,109,US,20150430,20090714,1T        ,5,5 ,V ,50040510, ,20130108,20270210
586WU,C4517-64                      ,1640857,41545,1981,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,157,US,19950521,19840610,1N        ,5,5 ,V ,50077223, ,19850316,20300626
58774,28-2019580                    ,2630956,30062,1986,MITCHELL LISA T                                   ,3345 COUNTY ROAD 12              ,BIRMINGHAM        ,AL,81987     ,S,012,US,20000512,19880226,1U        ,5,1 ,V ,50026407, ,20240915,20290916
587XS,28-1993460                    ,2630203,17027,1988,MILLER DANIEL M                                   ,7542 MERIDIAN PKWY               ,SAN DIEGO         ,CA,30052     ,7,170,US,19910112,19881029,1N        ,4,1 ,V ,50017047, ,20080815,20270430
58866,B4687-63                      ,2080125,17027,1967,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,106,US,19880128,19670104,1N        ,4,1 ,V ,50025137,Y,19690925,20290503
5887Y,H6976-77                      ,1420253,60012,1983,BLUE RIDGE HELICOPTERS LLC                        ,5372 SKYWAY CT                   ,SAVANNAH          ,GA,34727     ,S,039,US,20150208,19840317,1N        ,6,3 ,V ,50016240, ,20030103,20281128
588TT,1932                          ,1200133,41060,1995,ATLAS AIR INC                                     ,4477 SKYWAY CT                   ,NEW YORK          ,NY,10336     ,1,092,US,20200514,19970409,1T        ,5,5 ,V ,50057766, ,20140427,20300922
58918,28-2003378                    ,2630808,30062,2007,ADAMS DAVID H                                     ,2451 PROSPECT AVE                ,SAVANNAH          ,GA,44816     ,S,113,US,20131029,20080111,1N        ,5,1 ,V ,50051320, ,20180729,20260203
5899H,17276600                      ,1750031,30062,1996,NELSON DANIEL B                                   ,8504 MAIN ST                     ,DALLAS            ,TX,91609     ,2,141,US,20110701,19961103,1N        ,4,1 ,V ,50121242, ,20040124,20311120
58AT ,E3460-96                      ,2520156,30062,2007,NGUYEN STEVEN B                                   ,1452 MAIN ST                     ,MIAMI             ,FL,43082     ,S,173,US,20180227,20090205,1N        ,4,1 ,V ,50026031, ,20241115,20301124
58GZ ,F2186-97                      ,2300228,00410,1982,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,135,US,20150614,19850727,1T        ,5,5 ,V ,50072341, ,        ,20291030
